author,reading,initial,pdf_link
新城 猪之吉,しんじょういのきち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/2/114_63/_pdf/-char/ja
新宮 和裕,しんぐうかずひろ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/9/96_9_592/_pdf/-char/ja
新家 龍,しんけりゅう,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/11/84_11_787/_pdf/-char/ja
新山 拓男,にいやまたくお,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/10/89_10_822/_pdf/-char/ja
新村 洋一,しんむらよういち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
新津 真紀,にいつまき,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/7/89_7_544/_pdf/-char/ja
新潟県立吉川高等学校醸造科,にいがたけんりつよしかわこうとうがっこうじょうぞうか,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/5/92_5_306/_pdf/-char/ja
新田 直人,にったなおと,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/7/98_7_509/_pdf/-char/ja
新谷 智吉,しんたにともよし,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/2/96_2_115/_pdf/-char/ja
新谷 浩介,しんたにこうすけ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/11/94_11_926/_pdf/-char/ja
新谷 知也,しんたにともや,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/8/108_565/_pdf/-char/ja
新里 修一,しんざとしゅういち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/2/84_2_121/_pdf/-char/ja
新間 秀一,しんましゅういち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/5/115_265/_pdf/-char/ja
方 心芳,ほうしんかおる,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/7/92_7_516/_pdf/-char/ja
方 聞一,ほうきくいち,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/7/92_7_516/_pdf/-char/ja
日下 一尊,くさかかずたか,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/8/117_534/_pdf/-char/ja
日下部 孝雄,くさかべたかお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/1/90_1_16/_pdf/-char/ja
日向 康吉,ひゅうがやすきち,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/10/88_10_807/_pdf/-char/ja
日向寺 昭夫,ひゅうがじあきお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/4/95_4_250/_pdf/-char/ja
日暮 久敬,ひぐらしひさたか,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/3/110_132/_pdf/-char/ja
日本ワイナリー協会,にっぽんわいなりーきょうかい,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/8/115_444/_pdf/-char/ja
日本洋酒酒造組合,にっぽんようしゅしゅぞうくみあい,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/8/115_444/_pdf/-char/ja
日本蒸留酒酒造組合,にっぽんじょうりゅうしゅしゅぞうくみあい,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/8/115_444/_pdf/-char/ja
日本酒造組合中央会,にっぽんしゅぞうくみあいちゅうおうかい,な,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/8/115_444/_pdf/-char/ja
日渡 美世,ひわたりみよ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/4/114_181/_pdf/-char/ja
日野 哲雄,ひのてつお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/11/87_11_763/_pdf/-char/ja
日野 明寛,ひのあきひろ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/10/84_10_695/_pdf/-char/ja
日高 徹,ひだかとおる,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/10/83_10_660/_pdf/-char/ja
日高 照利,ひだかてるとし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/6/97_6_461/_pdf/-char/ja
日高 輝夫,ひだかてるお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/11/87_11_821/_pdf/-char/ja
早出 昭雄,そであきお,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/3/91_3_156/_pdf/-char/ja
早坂 千枝子,はやさかちえこ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/9/86_9_651/_pdf/-char/ja
早川 享志,はやかわたかゆき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/7/108_483/_pdf/-char/ja
早川 雅巳,はやかわまさみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/9/104_640/_pdf/-char/ja
早瀬 文孝,はやせふみたか,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/6/88_6_421/_pdf/-char/ja
早野 靖之,はやのやすゆき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/9/84_9_639/_pdf/-char/ja
旭 正,あさひただし,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/4/86_4_286/_pdf/-char/ja
明比 淑子,あけひよしこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/9/106_597/_pdf/-char/ja
明石 貴裕,あかしたかひろ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/5/112_330/_pdf/-char/ja
星 佳宏,ほしよしひろ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/9/106_620/_pdf/-char/ja
星 猛,ほしたけし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/4/90_4_262/_pdf/-char/ja
星 靖子,ほしやすこ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/3/111_120/_pdf/-char/ja
星野 ワンケイ,ほしのわんけい,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/4/112_214/_pdf/-char/ja
星野 保,ほしのたもつ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/10/114_602/_pdf/-char/ja
星野 徹也,ほしのてつや,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/12/86_12_969/_pdf/-char/ja
星野 敦,ほしのあつし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/2/115_109/_pdf/-char/ja
星野 明,ほしのあきら,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/12/117_818/_pdf/-char/ja
春日 徳彦,かすがとくひこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/7/89_7_557/_pdf/-char/ja
春日 正史,かすがせいし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/2/94_2_122/_pdf/-char/ja
春田 伸,はるたしん,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/9/104_652/_pdf/-char/ja
春見 隆文,はるみたかふみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/99/10/99_10_693/_pdf/-char/ja
春見 隆文,はるみたかふみ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/9/112_591/_pdf/-char/ja
是石 真友子,これいしまゆこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/1/105_22/_pdf/-char/ja
曲山 幸生,まがりやまさちお,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/11/109_785/_pdf/-char/ja
曲渕 哲朗,まがりぶちてつろう,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/2/92_2_143/_pdf/-char/ja
曹 小紅,そうしょうこう,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/7/86_7_506/_pdf/-char/ja
曽 馨儀,そかおるぎ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/10/115_604/_pdf/-char/ja
曽我 浩,そがひろし,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_74/_pdf/-char/ja
曽我 貴彦,そがたかひこ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/12/92_12_911/_pdf/-char/ja
曽根 秀隆,そねひでたか,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
曽良 一郎,そらいちろう,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/2/97_2_124/_pdf/-char/ja
曾 伝濤,そうちゅんたお,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/10/117_701/_pdf/-char/ja
月岡 本,つきおかほん,た,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/12/84_12_848/_pdf/-char/ja
有住 和彦,ありずみかずひこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/12/116_853/_pdf/-char/ja
有富 和生,ありとみかずお,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/3/86_3_228/_pdf/-char/ja
有山 薫,ありやまかおる,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/6/109_402/_pdf/-char/ja
有手 友嗣,ありてともつぐ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/105/1/105_39/_pdf/-char/ja
有本 圭吾,ありもとけいご,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/4/115_249/_pdf/-char/ja
有村 治彦,ありむらはるひこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/11/95_11_791/_pdf/-char/ja
有泉 一征,ありいずみかずゆき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/4/85_4_206/_pdf/-char/ja
有賀 正幸,ありがまさゆき,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_584/_pdf/-char/ja
有賀 雄二,ありがゆうじ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/9/109_624/_pdf/-char/ja
服部 一成,はっとりいっせい,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/12/90_12_953/_pdf/-char/ja
服部 良太,はっとりりょうた,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/4/109_212/_pdf/-char/ja
服部 領太,はっとりりょうた,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/2/109_70/_pdf/-char/ja
望月 務,もちづきつとむ,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/1/86_1_30/_pdf/-char/ja
望月 太,もちづきふとし,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/2/109_89/_pdf/-char/ja
望月 聡,もちづきさとし,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/8/96_8_559/_pdf/-char/ja
望月 英之介,もちづきえいのすけ,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/4/83_4_260/_pdf/-char/ja
朝倉 富子,あさくらとみこ,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/11/112_718/_pdf/-char/ja
朝日 輝,あさひあきら,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/6/114_363/_pdf/-char/ja
朝比奈 秀一,あさひなしゅういち,あ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_686/_pdf/-char/ja
木下 健司,きのしたけんじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/1/109_2/_pdf/-char/ja
木下 実,きのしたみのる,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/10/87_10_739/_pdf/-char/ja
木下 恵美子,きのしたえみこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/2/89_2_126/_pdf/-char/ja
木下 浩,きのしたひろし,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/7/106_446/_pdf/-char/ja
木下 茂,きのしたしげる,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/5/88_5_389/_pdf/-char/ja
木下 靖章,きのしたやすあき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/5/118_340/_pdf/-char/ja
木内 孝雄,きうちたかお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/99/12/99_12_827/_pdf/-char/ja
木内 造酒夫,きうちぞうしゅおっと,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/6/101_6_370/_pdf/-char/ja
木原 誠,きはらまこと,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/8/93_8_600/_pdf/-char/ja
木原 高治,きはらたかじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/12/86_12_935/_pdf/-char/ja
木場 洋次郎,きばようじろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/4/106_253/_pdf/-char/ja
木崎 康造,きざきやすぞう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/9/84_9_639/_pdf/-char/ja
木暮 正祐,こぐれまさひろ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/9/96_9_600/_pdf/-char/ja
木曽 太郎,きそたろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/12/111_808/_pdf/-char/ja
木曽 邦明,きそくにあき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/9/84_9_630/_pdf/-char/ja
木曾 邦明,きそくにあき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
木村 メイコ,きむらめいこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/12/110_849/_pdf/-char/ja
木村 俊範,きむらとしのり,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/4/100_4_224/_pdf/-char/ja
木村 克己,きむらかつみ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/11/86_11_852/_pdf/-char/ja
木村 功,きむらいさお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/8/87_8_566/_pdf/-char/ja
木村 和弘,きむらかずひろ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/88/3/88_3_233/_pdf/-char/ja
木村 啓太郎,きむらけいたろう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/106/11/106_756/_pdf/-char/ja
木村 宜克,きむらよしかつ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/110/12/110_827/_pdf/-char/ja
木村 明音,きむらあかね,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/8/116_548/_pdf/-char/ja
木村 洋子,きむらようこ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/3/116_133/_pdf/-char/ja
木村 與司雄,きむらあたえもりお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
木村 英生,きむらひでお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/9/113_577/_pdf/-char/ja
木村 萌水,きむらもえみ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/12/114_779/_pdf/-char/ja
木瀬 秀夫,きせひでお,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/8/86_8_581/_pdf/-char/ja
木田 信,きだしん,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/6/101_6_446/_pdf/-char/ja
木田 建次,きだけんじ,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/8/84_8_560/_pdf/-char/ja
木股 由貴,きまたゆき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/92/10/92_10_769/_pdf/-char/ja
木野 はるか,きのはるか,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/2/111_79/_pdf/-char/ja
木野 邦器,きのくにき,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/2/111_79/_pdf/-char/ja
木﨑 康造,きざきこうぞう,か,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/3/118_136/_pdf/-char/ja
未成 和夫,すえなりかずお,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/95/5/95_5_373/_pdf/-char/ja
末原 憲一郎,すえはらけんいちろう,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/113/3/113_133/_pdf/-char/ja
末成 和夫,すえなりかずお,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/8/87_8_593/_pdf/-char/ja
末永 光,すえながひかり,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/12/103_12_949/_pdf/-char/ja
末澤 保彦,すえさわやすひこ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/103/2/103_2_94/_pdf/-char/ja
末野 和男,すえのかずお,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/3/114_159/_pdf/-char/ja
本多 裕之,ほんだひろゆき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/3/91_3_150/_pdf/-char/ja
本川 保之,もとかわやすゆき,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/98/5/98_5_311/_pdf/-char/ja
本村 幹,もとむらつよし,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan/118/6/118_367/_pdf/-char/ja
本田 克久,ほんだかつひさ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/91/3/91_3_199/_pdf/-char/ja
本田 千尋,ほんだちひろ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/12/116_819/_pdf/-char/ja
本田 憲昭,ほんだのりあき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/109/8/109_557/_pdf/-char/ja
本石 靖夫,もといしやすお,ま,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/12/84_12_836/_pdf/-char/ja
本藤 智,ほんどうさとし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/7/84_7_453/_pdf/-char/ja
本道 一男,ほんどうかずお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/100/1/100_1_24/_pdf/-char/ja
本郷 信郎,ほんごうのぶお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/90/6/90_6_402/_pdf/-char/ja
本間 一郎,ほんまいちろう,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/117/9/117_647/_pdf/-char/ja
本間 伸夫,ほんまのぶお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_627/_pdf/-char/ja
本間 猛俊,ほんまたけとし,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/112/6/112_370/_pdf/-char/ja
本間 知夫,ほんまともお,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/10/116_713/_pdf/-char/ja
本間 裕人,ほんまひろと,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/10/101_10_769/_pdf/-char/ja
本間 長世,ほんまながよ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/93/7/93_7_497/_pdf/-char/ja
本馬 健光,ほんまたけみつ,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/1/83_1_47/_pdf/-char/ja
朴 啓彰,ぱくひろあき,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan/111/10/111_664/_pdf/-char/ja
朴 龍沫,ぱくりゅう沫,は,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/83/9/83_9_574/_pdf/-char/ja
杉中 克昭,すぎなかかつあき,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/7/84_7_481/_pdf/-char/ja
杉山 信之,すぎやまのぶゆき,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/116/10/116_703/_pdf/-char/ja
杉山 信太郎,すぎやましんたろう,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/87/12/87_12_890/_pdf/-char/ja
杉山 峰崇,すぎやまみねたかし,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/12/104_944/_pdf/-char/ja
杉山 晋一,すぎやましんいち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/85/4/85_4_205/_pdf/-char/ja
杉山 洋,すぎやまひろし,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/101/2/101_2_117/_pdf/-char/ja
杉山 純一,すぎやまじゅんいち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/99/3/99_3_156/_pdf/-char/ja
杉山 純多,すぎやまじゅんた,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/86/12/86_12_950/_pdf/-char/ja
杉山 薫,すぎやまかおる,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/96/7/96_7_485/_pdf/-char/ja
杉山 誠,すぎやままこと,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/114/1/114_43/_pdf/-char/ja
杉山 隆一,すぎやまりゅういち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/89/6/89_6_489/_pdf/-char/ja
杉本 利和,すぎもととしかず,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/102/2/102_2_109/_pdf/-char/ja
杉本 多起哉,すぎもとたきなり,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/11/84_11_807/_pdf/-char/ja
杉本 忠夫,すぎもとただお,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/108/5/108_297/_pdf/-char/ja
杉本 淳一,すぎもとじゅんいち,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/97/3/97_3_188/_pdf/-char/ja
杉本 聡子,すぎもとさとこ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/94/9/94_9_703/_pdf/-char/ja
杉森 恒武,すぎもりつねたけ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/84/10/84_10_663/_pdf/-char/ja
杉江 正美,すぎえまさみ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/104/4/104_303/_pdf/-char/ja
杉浦 和彦,すぎうらかずひこ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan1988/99/5/99_5_355/_pdf/-char/ja
杉浦 義正,すぎうらよしまさ,さ,https://www.jstage.jst.go.jp/article/jbrewsocjapan/115/10/115_589/_pdf/-char/ja
